Name,Address,Stars,Reviews,Phone,Hours,Website,GoogleURL
Centro Médico Medici," C. 16 Pte. 1907",3.6,67,222 246 0958,Abierto las 24 horas ,http://www.centromedici.com/,https://www.google.com/maps/place/Centro+M%C3%A9dico+Medici/data=!4m7!3m6!1s0x85cfc126108b243f:0xd170b5e4c7e18d48!8m2!3d19.0577168!4d-98.20958!16s%2Fg%2F1trxf0s_!19sChIJPySLECbBz4URSI3hx-S1cNE?authuser=0&hl=es-419&rclk=1
MEDICO," Avenida Ignacio Zaragoza 509 Altos",0.0,0,222 233 3536,,,https://www.google.com/maps/place/MEDICO/data=!4m7!3m6!1s0x85cfc0bb380d7151:0x1037f56907708e6f!8m2!3d19.0182978!4d-98.2062494!16s%2Fg%2F1pv5kmqmk!19sChIJUXENOLvAz4URb45wB2n1NxA?authuser=0&hl=es-419&rclk=1
Clínica Médica de Puebla," Avenida Reforma Sur 6101 Col. Reforma Sur, Puebla, Mexico, Calle de la 3 Sur 327",4.4,115,222 249 3972,Abierto las 24 horas ,http://www.clinicadepuebla.com/home.html,https://www.google.com/maps/place/Cl%C3%ADnica+M%C3%A9dica+de+Puebla/data=!4m7!3m6!1s0x85cfc6c4bac51ed7:0x7fbe614db78801fc!8m2!3d19.0642398!4d-98.2371692!16s%2Fg%2F11b7lcq9t0!19sChIJ1x7FusTGz4UR_AGIt01hvn8?authuser=0&hl=es-419&rclk=1
Hospital Los Pilares," Calle 24 Sur 4312",3.3,172,222 233 5627,Abierto las 24 horas ,,https://www.google.com/maps/place/Hospital+Los+Pilares/data=!4m7!3m6!1s0x85cfc09a76870c43:0xc385e04599436d3a!8m2!3d19.01796!4d-98.1920019!16s%2Fg%2F1tycw_6s!19sChIJQwyHdprAz4UROm1DmUXghcM?authuser=0&hl=es-419&rclk=1
"CONSULTORIO MEDICO (CONSULTA DE MEDICINA GENERAL, DENTISTA, NUTRICION CLINICA Y CIRUGIA GASTROINTESTINAL)."," Av San Manuel 2446",5.0,5,222 183 5895,Abierto ⋅ Cierra a las 8 p.m. ,https://www.facebook.com/Consultorio-de-medicina-general-y-especialidades-quir%C3%BArgicas-110718201481433/?ti=as,"https://www.google.com/maps/place/CONSULTORIO+MEDICO+%28CONSULTA+DE+MEDICINA+GENERAL,+DENTISTA,+NUTRICION+CLINICA+Y+CIRUGIA+GASTROINTESTINAL%29./data=!4m7!3m6!1s0x85cfc1564808d0e1:0x183f95712bd8bdae!8m2!3d19.0118131!4d-98.1937795!16s%2Fg%2F11fm16ryts!19sChIJ4dAISFbBz4URrr3YK3GVPxg?authuser=0&hl=es-419&rclk=1"
Consultorios de Medicina Especializada del Sector Privado," Río Papaloapan 5507",4.6,5,222 243 0544,Abierto ahora ,,https://www.google.com/maps/place/Consultorios+de+Medicina+Especializada+del+Sector+Privado/data=!4m7!3m6!1s0x85cfc09ecd734dfd:0x5dc022e9b5ee8c18!8m2!3d19.0119469!4d-98.1959513!16s%2Fg%2F11cnw7ypmp!19sChIJ_U1zzZ7Az4URGIzutekiwF0?authuser=0&hl=es-419&rclk=1
Consultorio Médico Militar," Privada 35 Ote 1614",4.2,5,222 237 5512,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico+Militar/data=!4m7!3m6!1s0x85cfc0943bce2e29:0xb348710a5bc2c449!8m2!3d19.0249061!4d-98.1956874!16s%2Fg%2F11cmsq8chb!19sChIJKS7OO5TAz4URScTCWwpxSLM?authuser=0&hl=es-419&rclk=1
Médico Foniatra," 9 Sur 3916-Local B Gabriel Pastor, 1a",5.0,44,,,https://www.facebook.com/Foniatra/,https://www.google.com/maps/place/M%C3%A9dico+Foniatra/data=!4m7!3m6!1s0x85cfc0b50751ca79:0xfe8b34422f7dc987!8m2!3d19.0322074!4d-98.2128589!16s%2Fg%2F11f537cy3s!19sChIJecpRB7XAz4URh8l9L0I0i_4?authuser=0&hl=es-419&rclk=1
Consultorio de Medicina General," Boulevard Licenciado Luis Sánchez Pontón O Prolongación Avenida 43 Oriente 804-Interior 104a",0.0,0,222 240 0941,,,https://www.google.com/maps/place/Consultorio+de+Medicina+General/data=!4m7!3m6!1s0x85cfc0be4fdc89df:0xf0ae8a555358803a!8m2!3d19.0260435!4d-98.2016291!16s%2Fg%2F11cmsq9_h_!19sChIJ34ncT77Az4UROoBYU1WKrvA?authuser=0&hl=es-419&rclk=1
"Dra. Denisse Zayas Cortés, Médico general"," Segunda C. del Cadete Vicente Suárez 2502",0.0,0,,,https://www.doctoralia.com.mx/denisse-zayas-cortes/medico-general/puebla?utm_source=google&utm_medium=gmb&utm_campaign=325127&utm_content=website,"https://www.google.com/maps/place/Dra.+Denisse+Zayas+Cort%C3%A9s,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfc14d48019c37:0x9224691289313b1c!8m2!3d19.0296745!4d-98.1936188!16s%2Fg%2F11kpnc91ml!19sChIJN5wBSE3Bz4URHDsxiRJpJJI?authuser=0&hl=es-419&rclk=1"
